"Nom du lieu ou du projet";"Fiche agence liée";"Titre affiché";Adresse;Coordonnées;"Interior Designers";"Points of Interest";"Design events";"Design point of sales";"Année projet";"Description projet";"Date du vernissage";"Heure de vernissage";"Date de début de l'exposition";"Date de fin de l'exposition";"Site web du projet";"Crédits photo";"Photos du projet"
"Roche Bobois, Padova 
La Galerie, Rb Padova 2 
Galleria Borromeo
Via Calatafimi, 4
35139 Padova";"Roche Bobois";"Padova 
La Galerie";"Rb Padova 2 
Galleria Borromeo
Via Calatafimi, 4
35139 Padova";"45.4103485, 11.8754059";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516335_4.jpg
"Roche Bobois, Dublin,  Beacon South Quarter, Carmanhall Rd, Dublin 18, Irlande";"Roche Bobois";Dublin;"Beacon South Quarter, Carmanhall Rd, Dublin 18, Irlande";"53.2768805, -6.2169303";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516334.jpg
"Roche Bobois, Tel Aviv, 60, Medinat Hayehoodim Street
Herzeliya - Israel";"Roche Bobois";"Tel Aviv";"60, Medinat Hayehoodim Street
Herzeliya - Israel";"32.1659247, 34.8098238";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516334_0.jpg
"Roche Bobois, Bassano Del Grappa, Via J.Da Ponte, 9 36061 Bassano Del Grappa (Vi)";"Roche Bobois";"Bassano Del Grappa";"Via J.Da Ponte, 9 36061 Bassano Del Grappa (Vi)";"45.7672867, 11.7361116";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516334_1.jpg
"Roche Bobois, Bologna, Strada Maggiore, 11 40125 Bologna";"Roche Bobois";Bologna;"Strada Maggiore, 11 40125 Bologna";"44.4935996, 11.3477848";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516334_2.jpg
"Roche Bobois, Cagliari, Via Roma, 203 09123 Cagliari";"Roche Bobois";Cagliari;"Via Roma, 203 09123 Cagliari";"39.2166917, 9.108135";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516334_3.jpg
"Roche Bobois, Firenze, Via Francesco Baracca, 201/203 50127 Firenze";"Roche Bobois";Firenze;"Via Francesco Baracca, 201/203 50127 Firenze";"43.7946829, 11.2079796";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516334_4.jpg
"Roche Bobois, Baie Mahault, Roche Bobois
Zone De Jarry
1 Rue Alfred Lumière
97 122 Baie Mahault
Guadeloupe";"Roche Bobois";"Baie Mahault";"Roche Bobois
Zone De Jarry
1 Rue Alfred Lumière
97 122 Baie Mahault
Guadeloupe";"16.2454115, -61.5553427";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516333.jpg
"Roche Bobois, Guatemala, Diagonal 6 11-58 Zona 10, Guatemala City, Guatemala";"Roche Bobois";Guatemala;"Diagonal 6 11-58 Zona 10, Guatemala City, Guatemala";"14.6004753, -90.5092583";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516333_0.jpg
"Roche Bobois, Grand Bay, Roche Bobois
 Centre Commercial Circle Square. Forbach . Grand Baie .Ile Maurice";"Roche Bobois";"Grand Bay";"Roche Bobois
 Centre Commercial Circle Square. Forbach . Grand Baie .Ile Maurice";"-20.0089204, 57.5816352";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516333_1.jpg
"Roche Bobois, St Denis , 78 Rue Juliette Dodu
97 400 - Saint Denis";"Roche Bobois";"St Denis";"78 Rue Juliette Dodu
97 400 - Saint Denis";"-20.8771826, 55.4507942";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516333_2.jpg
"Roche Bobois, Mumbai, Hurtado Home Decor Private Limited
Tower 1
Indiabulls Financial Centre
Elphinstone Mills
Senapati Bapat Marg
Mumbai 400013
India";"Roche Bobois";Mumbai;"Hurtado Home Decor Private Limited
Tower 1
Indiabulls Financial Centre
Elphinstone Mills
Senapati Bapat Marg
Mumbai 400013
India";"19.0097951, 72.8348389";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516333_3.jpg
"Roche Bobois, Valladolid
(Contemporains & Nouveaux Classiques), Doctrinos, 18
47001 Valladolid";"Roche Bobois";"Valladolid
(Contemporains & Nouveaux Classiques)";"Doctrinos, 18
47001 Valladolid";"41.6495798, -4.7316527";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516332.jpg
"Roche Bobois, Vigo, Gran Via, 94 A
36203 Vigo - Pontevedra";"Roche Bobois";Vigo;"Gran Via, 94 A
36203 Vigo - Pontevedra";"42.2260603, -8.7216414";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516332_0.jpg
"Roche Bobois, Zaragoza, Calle Isaac Peral 5, 
50001  Zaragoza";"Roche Bobois";Zaragoza;"Calle Isaac Peral 5, 
50001  Zaragoza";"41.6498704, -0.8810057";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516332_1.jpg
"Roche Bobois, Athenes
Halandri, 248 Kifissias Avenue,
Gr 152 31 Halandri 
Athens";"Roche Bobois";"Athenes
Halandri";"248 Kifissias Avenue,
Gr 152 31 Halandri 
Athens";"38.0161883, 23.7860686";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516332_2.jpg
"Roche Bobois, Athenes
Alimos, 55 Possidonos Avenue 
174 55 Athens - Alimos";"Roche Bobois";"Athenes
Alimos";"55 Possidonos Avenue 
174 55 Athens - Alimos";"37.9088465, 23.7152613";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516332_3.jpg
"Roche Bobois, Palma De
 Mallorca, Conflent,1
07012 Palma De Mallorca";"Roche Bobois";"Palma De
 Mallorca";"Conflent,1
07012 Palma De Mallorca";"39.5744288, 2.6449462";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516331.jpg
"Roche Bobois, Pamplona
(Contemporains + Nc), Avda. Sancho El Fuerte,71
31007 Pamplona";"Roche Bobois";"Pamplona
(Contemporains + Nc)";"Avda. Sancho El Fuerte,71
31007 Pamplona";"42.8097184, -1.6568654";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516331_0.jpg
"Roche Bobois, Sevilla, Avda. De Andalucia, 4
41005 Sevilla";"Roche Bobois";Sevilla;"Avda. De Andalucia, 4
41005 Sevilla";"37.3872773, -5.9642993";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516331_1.jpg
"Roche Bobois, Tenerife, Rambla De Santa Cruz, 147
38001 Sta. Cruz De Tenerife";"Roche Bobois";Tenerife;"Rambla De Santa Cruz, 147
38001 Sta. Cruz De Tenerife";"28.4759027, -16.2489728";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516331_2.jpg
"Roche Bobois, Tenerife 2, C/ Atalaya, 7 (Los Olivos)
  38670 Adeje";"Roche Bobois";"Tenerife 2";"C/ Atalaya, 7 (Los Olivos)
  38670 Adeje";"28.1276036, -16.7431843";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516331_3.jpg
"Roche Bobois, Valencia
(Contemporains + Nc), Alfonso El Magnánimo, 5
46004 Valencia";"Roche Bobois";"Valencia
(Contemporains + Nc)";"Alfonso El Magnánimo, 5
46004 Valencia";"39.4719657, -0.3700432";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516331_4.jpg
"Roche Bobois, Las Palmas, Pilarillo Seco, 8 Bajos
35002 Las Palmas De G.C";"Roche Bobois";"Las Palmas";"Pilarillo Seco, 8 Bajos
35002 Las Palmas De G.C";"28.1077553, -15.4160058";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516330.jpg
"Roche Bobois, Logroño, Belchite, 10-12
26003 Logroño";"Roche Bobois";Logroño;"Belchite, 10-12
26003 Logroño";"42.4609499, -2.4438";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516330_0.jpg
"Roche Bobois, Madrid, Padilla, 17
28006 Madrid";"Roche Bobois";Madrid;"Padilla, 17
28006 Madrid";"40.4318822, -3.6831856";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516330_1.jpg
"Roche Bobois, Madrid 2, 
Madrid - Megapark
Plaza Del Comercio, 7
28703 San Sebastián De Los Reyes";"Roche Bobois";"Madrid 2";"Madrid - Megapark
Plaza Del Comercio, 7
28703 San Sebastián De Los Reyes";"40.5429085, -3.610561";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516330_2.jpg
"Roche Bobois, Marbella, Centro Comercial Torre Real
Ctra. Cádiz A Málaga, Km 185
29600 Marbella-Malaga";"Roche Bobois";Marbella;"Centro Comercial Torre Real
Ctra. Cádiz A Málaga, Km 185
29600 Marbella-Malaga";"36.5154127, -4.9198949";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516330_3.jpg
"Roche Bobois, Dubai, Al Barsha, 1St
Sheikh Zayed Road
Po Box 286 - Dubai  - U.A.E";"Roche Bobois";Dubai;"Al Barsha, 1St
Sheikh Zayed Road
Po Box 286 - Dubai  - U.A.E";"25.1135445, 55.2067917";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516329.jpg
"Roche Bobois, Alicante, Avenida Oscar Espla 10, Bajo
03003 Alicante";"Roche Bobois";Alicante;"Avenida Oscar Espla 10, Bajo
03003 Alicante";"38.3399976, -0.4934092";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516329_0.jpg
"Roche Bobois, Barcelona, Muntaner, 266-268
08021 Barcelona";"Roche Bobois";Barcelona;"Muntaner, 266-268
08021 Barcelona";"41.3956861, 2.1476234";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516329_1.jpg
"Roche Bobois, Bilbao, Iparraguirre, 26
48011 Bilbao";"Roche Bobois";Bilbao;"Iparraguirre, 26
48011 Bilbao";"43.2639259, -2.9363151";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516329_2.jpg
"Roche Bobois, Girona, Emili Grahit, 51
17002 Girona";"Roche Bobois";Girona;"Emili Grahit, 51
17002 Girona";"41.9748332, 2.8212231";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516329_3.jpg
"Roche Bobois, La Coruña, Possé, 26
15009 La Coruña";"Roche Bobois";"La Coruña";"Possé, 26
15009 La Coruña";"43.3414289, -8.3937532";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516329_4.jpg
"Roche Bobois, Bogota, Calle 109 # 15-09 
Parqueadero En El Sótano 
Bogotá";"Roche Bobois";Bogota;"Calle 109 # 15-09 
Parqueadero En El Sótano 
Bogotá";"4.6925907, -74.0449342";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516328.jpg
"Roche Bobois, Seoul, Roche Bobois Store
124 Nonhyeon-Dong
Gangnam-Gu
06111 Seoul 
Korea";"Roche Bobois";Seoul;"Roche Bobois Store
124 Nonhyeon-Dong
Gangnam-Gu
06111 Seoul 
Korea";"37.5116426, 127.0243323";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516328_0.jpg
"Roche Bobois, Busan, 321, Haeundaehaebyeon-Ro, Haeundae-Gu 
46-49 Busan";"Roche Bobois";Busan;"321, Haeundaehaebyeon-Ro, Haeundae-Gu 
46-49 Busan";"35.1624921, 129.1652707";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516328_1.jpg
"Roche Bobois, Abidjan, Rond Point Solibra
Boulevard Valéry Giscard D’Estaing
Marcory – Abidjan
Ivory Coast";"Roche Bobois";Abidjan;"Rond Point Solibra
Boulevard Valéry Giscard D’Estaing
Marcory – Abidjan
Ivory Coast";"5.3009313, -3.9961005";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516328_2.jpg
"Roche Bobois, Shenzhen 2, Top Living Luxury Furniture Shopping
Center 1St Floor, No. : 1023-1025 - No.
3069 Caitian Road, Futian District,
518026 Shenzhen, Guangdong";"Roche Bobois";"Shenzhen 2";"Top Living Luxury Furniture Shopping
Center 1St Floor, No. : 1023-1025 - No.
3069 Caitian Road, Futian District,
518026 Shenzhen, Guangdong";"22.56073, 114.06764";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516327.jpg
"Roche Bobois, Shenzhen 3, 101.102,1/F
 Building 2
China Merchants Tower  
No.1166 , Wanghai Road 
 Shekou , Nanshan District , Shenzhen , Guangdong  , P.R.C.";"Roche Bobois";"Shenzhen 3";"101.102,1/F
 Building 2
China Merchants Tower  
No.1166 , Wanghai Road 
 Shekou , Nanshan District , Shenzhen , Guangdong  , P.R.C.";"22.5695, 114.46125";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516327_0.jpg
"Roche Bobois, Wuhan, 38, Xudong Avenue, Wuchang District, 
Wuhan City
Hubei Province
China";"Roche Bobois";Wuhan;"38, Xudong Avenue, Wuchang District, 
Wuhan City
Hubei Province
China";"30.5833333, 114.35295";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516327_1.jpg
"Roche Bobois, Nicosia, 87 Digeni Akrita Ave.
1070 Nicosia - Chypre";"Roche Bobois";Nicosia;"87 Digeni Akrita Ave.
1070 Nicosia - Chypre";"35.1644378, 33.3642025";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516327_2.jpg
"Roche Bobois, Limassol, 177, Arch. Makarios Iii Avenue
3030 Limassol - Chypre";"Roche Bobois";Limassol;"177, Arch. Makarios Iii Avenue
3030 Limassol - Chypre";"34.6879844, 33.0449888";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516327_3.jpg
"Roche Bobois, Qingdao, Qingdao Easy Home Store 
77, Hei Long Jiang Nan Lu, Fushan Shangquan, Shibei Qu, Qingdao Shi, Shandong Sheng, China, 266100";"Roche Bobois";Qingdao;"Qingdao Easy Home Store 
77, Hei Long Jiang Nan Lu, Fushan Shangquan, Shibei Qu, Qingdao Shi, Shandong Sheng, China, 266100";"36.1240499, 120.40673";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516326.jpg
"Roche Bobois, Shanghai, Shanghai Hongqiao International
Furniture Exhibition Center
# 75, Lou Shan Guan Road 
Shanghai, 200336 - China";"Roche Bobois";Shanghai;"Shanghai Hongqiao International
Furniture Exhibition Center
# 75, Lou Shan Guan Road 
Shanghai, 200336 - China";"31.192209, 121.334297";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516326_0.jpg
"Roche Bobois, Shanghai 2, 
88, West Huaihai Road
200052, Shanghai, P.R.China";"Roche Bobois";"Shanghai 2";"88, West Huaihai Road
200052, Shanghai, P.R.China";"31.21647, 121.45836";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516326_1.jpg
"Roche Bobois, Zhengzhou , 1St Floor North Square Ocalone International Furniture Purchasing Center
Shangdu Road And Nongye Nan Road,
Zhengdong Xin District,
Zhengzhou City, Henan Province,
China";"Roche Bobois";Zhengzhou;"1St Floor North Square Ocalone International Furniture Purchasing Center
Shangdu Road And Nongye Nan Road,
Zhengdong Xin District,
Zhengzhou City, Henan Province,
China";"34.768262, 113.770298";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516326_2.jpg
"Roche Bobois, Shenzhen, Top Living Luxury Furniture Shopping
Center 1St Floor, No. : 1023-1025 - No.
3069 Caitian Road, Futian District,
518026 Shenzhen, Guangdong";"Roche Bobois";Shenzhen;"Top Living Luxury Furniture Shopping
Center 1St Floor, No. : 1023-1025 - No.
3069 Caitian Road, Futian District,
518026 Shenzhen, Guangdong";"22.56073, 114.06749";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516326_3.jpg
"Roche Bobois, Huangzhou, 1St Floor, Hangzhou Derlook Art Life Shopping Mall
No. 18 Xihu Dadao 
Shangcheng District , Hangzhou,
Zhejiang Province";"Roche Bobois";Huangzhou;"1St Floor, Hangzhou Derlook Art Life Shopping Mall
No. 18 Xihu Dadao 
Shangcheng District , Hangzhou,
Zhejiang Province";"30.2425899, 120.16929";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516325.jpg
"Roche Bobois, Hong Kong, Roche Bobois Store 
Horizon Plaza, 
Shop 1, G/F 
2 Lee Wing Street, 
Ap Lei Chau, 
Hong Kong";"Roche Bobois";"Hong Kong";"Roche Bobois Store 
Horizon Plaza, 
Shop 1, G/F 
2 Lee Wing Street, 
Ap Lei Chau, 
Hong Kong";"22.2390604, 114.152621";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516325_0.jpg
"Roche Bobois, Nankin, No.224 Center Road, Red Start Macalline, Nanjing City, P.R. China";"Roche Bobois";Nankin;"No.224 Center Road, Red Start Macalline, Nanjing City, P.R. China";"32.0583799, 118.79647";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516325_1.jpg
"Roche Bobois, Beijing, No. 5 Hall 1Floor 008 No. 65, East
Road At North Fourth Ring Road
100101 Beijing - China";"Roche Bobois";Beijing;"No. 5 Hall 1Floor 008 No. 65, East
Road At North Fourth Ring Road
100101 Beijing - China";"39.98909, 116.42759";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516325_2.jpg
"Roche Bobois, Vancouver, 716 West Hastings
Vancouver, Bc  V6C 1A3";"Roche Bobois";Vancouver;"716 West Hastings
Vancouver, Bc  V6C 1A3";"49.2853775, -123.1145423";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516324.jpg
"Roche Bobois, Santiago De
Chile, Calle Nueva Costanera 3698
Esquina Alonso De Monroy
Vitacura
Santiago - Chile";"Roche Bobois";"Santiago De
Chile";"Calle Nueva Costanera 3698
Esquina Alonso De Monroy
Vitacura
Santiago - Chile";"-33.4019113, -70.598362";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516324_0.jpg
"Roche Bobois, Chongqing, 1Fa102, Roche Bobois, 1St Floor, Modern Hall, Derlook Shopping Mall
409, Jia Hong Road, Longshan
Yubei District, Chongqing";"Roche Bobois";Chongqing;"1Fa102, Roche Bobois, 1St Floor, Modern Hall, Derlook Shopping Mall
409, Jia Hong Road, Longshan
Yubei District, Chongqing";"29.57401, 106.4994";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516324_1.jpg
"Roche Bobois, Guangzhou, Jswb International Furniture Purchasing Centre
1000 East Xingang Road
Haizhu District
Guangzhou
Guangdong China";"Roche Bobois";Guangzhou;"Jswb International Furniture Purchasing Centre
1000 East Xingang Road
Haizhu District
Guangzhou
Guangdong China";"22.76313, 113.57099";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516324_2.jpg
"Roche Bobois, Laval, 660 Bd Le Corbusier
Laval Qc H7N 0A9";"Roche Bobois";Laval;"660 Bd Le Corbusier
Laval Qc H7N 0A9";"45.5553162, -73.7254555";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516323.jpg
"Roche Bobois, Montreal, 505 Avenue Du President Kennedy
Montreal, Quebec H3A 3H2";"Roche Bobois";Montreal;"505 Avenue Du President Kennedy
Montreal, Quebec H3A 3H2";"45.5057505, -73.5715186";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516323_0.jpg
"Roche Bobois, Brossard, Quartier Dix30 , Local 40
8440 Boulevard Leduc,     Brossard (Québec) J4Y 0K7";"Roche Bobois";Brossard;"Quartier Dix30 , Local 40
8440 Boulevard Leduc,     Brossard (Québec) J4Y 0K7";"45.4529156, -73.4438526";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516323_1.jpg
"Roche Bobois, Quebec , 9, Rue Courcelette
Quebec G1N 3C1";"Roche Bobois";Quebec;"9, Rue Courcelette
Quebec G1N 3C1";"46.8129037, -71.2494382";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516323_2.jpg
"Roche Bobois, Toronto, 101 Parliament Street
Toronto, On M5A 3Y7";"Roche Bobois";Toronto;"101 Parliament Street
Toronto, On M5A 3Y7";"43.653488, -79.3630797";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516323_3.jpg
"Roche Bobois, Vienne / Wien
Nouveaux Classiques, Helferstorferstrasse 4
A-1010 Vienne
Autriche";"Roche Bobois";"Vienne / Wien
Nouveaux Classiques";"Helferstorferstrasse 4
A-1010 Vienne
Autriche";"48.2133557, 16.3654812";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516322.jpg
"Roche Bobois, Manama, Po Box 20104
Shop N°2804 - Al Seef 428
Manama 
Kingdon Of Bahrain";"Roche Bobois";Manama;"Po Box 20104
Shop N°2804 - Al Seef 428
Manama 
Kingdon Of Bahrain";"26.2235305, 50.5875935";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516322_0.jpg
"Roche Bobois, Anvers, Leopoldstraat, 37-41
2000 Antwerpen";"Roche Bobois";Anvers;"Leopoldstraat, 37-41
2000 Antwerpen";"51.214289, 4.4071568";;;;"Roche Bobois";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1729516322_1.jpg
